Operator,Noisy_val_approx,Ideal_val,diff,REM_seq,Diff_REM,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.500293492,-1.589465152,0.007951585,-1.589874442,0.008024747,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.565698714,-1.752837026,0.035020748,-1.726076534,0.025721045,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.387534183,-1.592384838,0.041963791,-1.617758784,0.053003367,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.409401318,-1.542141414,0.017619933,-1.528860468,0.014270489,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.435684726,-1.626936618,0.036577286,-1.580961505,0.021105343,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.361839536,-1.549810052,0.035332915,-1.627652662,0.070656618,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.398755581,-1.627069796,0.052127381,-1.579096346,0.032522792,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.335209772,-1.557618203,0.04946551,-1.573287552,0.056681029,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (3, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.316604724,-1.629564788,0.097944002,-1.628056909,0.097002464,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.651511359,-1.651511359,0,-1.651098727,1.70266E-07,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.553023295,-1.553023295,0,-1.552574471,2.01443E-07,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.530866265,-1.570024215,0.001533345,-1.569202866,0.001469695,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.471363149,-1.570024216,0.009734006,-1.569480749,0.009627063,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 5), (2, 6)))",-1.35697539,-1.552766862,0.038334301,-1.562563772,0.042266583,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.464951533,-1.651511359,0.034804569,-1.620298623,0.024132718,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.588264259,-1.588264259,0,-1.587843949,1.7666E-07,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.539818236,-1.583888577,0.001942195,-1.582093752,0.001787219,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.482056487,-1.582732571,0.010135674,-1.581998487,0.009988403,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.437541667,-1.59532181,0.024894574,-1.601328156,0.026826014,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.494047555,-1.711424234,0.047252621,-1.723491661,0.052644598,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.45210701,-1.508204377,0.003146915,-1.489735859,0.00141593,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.441628283,-1.508204363,0.004432374,-1.4902379,0.002362895,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.383836051,-1.575825959,0.036860125,-1.56423848,0.032545037,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.412970624,-1.588264258,0.030727858,-1.595075056,0.033162024,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.401662646,-1.520060611,0.014018078,-1.504859039,0.010649496,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.420346085,-1.559997056,0.019502394,-1.603931121,0.033703466,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.358360561,-1.582732573,0.0503428,-1.562094053,0.041507336,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.372871444,-1.559997056,0.035015995,-1.545578328,0.029827668,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.350125708,-1.583888581,0.054645081,-1.55035766,0.040092834,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.283628243,-1.59532181,0.09715288,-1.594723492,0.096780254,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.587029859,-1.587029859,0,-1.58661315,1.73646E-07,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.544016521,-1.583634795,0.001569608,-1.583286756,0.001542151,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.491600915,-1.582509036,0.008264286,-1.584069218,0.008550387,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.418333265,-1.595975106,0.031556624,-1.623478376,0.042084517,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.489012832,-1.713025964,0.050181883,-1.717788299,0.052338214,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.472407333,-1.51496695,0.001811321,-1.488130877,0.00024723,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.437604411,-1.514967069,0.005984981,-1.490201066,0.002766408,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.384670224,-1.575873761,0.036558793,-1.576298548,0.036721415,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.417032657,-1.58702986,0.028899049,-1.605941376,0.035686504,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.398979862,-1.521773887,0.015078373,-1.502865094,0.010792141,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.378823196,-1.558755123,0.032375498,-1.596592387,0.04742342,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.383669522,-1.582509035,0.039537152,-1.55977031,0.031011488,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.349474194,-1.558755123,0.043798507,-1.498287552,0.022145416,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.332419553,-1.583634798,0.063109099,-1.553891357,0.04904976,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (2, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.242804405,-1.59597511,0.124729547,-1.560283614,0.100793048,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.547733527,-1.590773778,0.001852463,-1.58838786,0.001652775,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.487822482,-1.585035421,0.009450356,-1.564176992,0.005830011,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.463633235,-1.644586877,0.032744221,-1.626931804,0.026666423,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.393785007,-1.617258337,0.049940329,-1.619265067,0.050841258,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.435132798,-1.565287329,0.016940202,-1.543852519,0.011819978,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.443319909,-1.62085688,0.031519376,-1.593717351,0.02261939,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.319675751,-1.609682515,0.084103923,-1.613767967,0.086490232,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.421931058,-1.615893225,0.037621322,-1.58903322,0.027923132,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.358914002,-1.609682515,0.062884847,-1.588439279,0.052681853,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.321015307,-1.641969471,0.103011575,-1.618856622,0.088709449,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.431536978,-1.545579534,0.013005705,-1.524089252,0.008565923,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.413404254,-1.62783381,0.045980034,-1.607004593,0.037481091,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.405960867,-1.585035412,0.032067693,-1.586313539,0.032527086,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.394198765,-1.627833811,0.054585335,-1.572847409,0.031915338,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.36468552,-1.590773782,0.051115902,-1.556431011,0.036766333,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.299578997,-1.610247751,0.096515075,-1.575961081,0.076387056,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.29484453,-1.55838232,0.069452167,-1.510017824,0.046299547,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.292298086,-1.529976108,0.056490842,-1.498619713,0.042568614,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.338765061,-1.615893226,0.07680002,-1.589078008,0.062656571,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.317978539,-1.62085688,0.091735289,-1.545422323,0.051730675,42,28,42,40,24,18,3,70,0.342857143,0.257142857,0.3,0.512195122,0.487804878
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)))",-1.70058427,-1.70058427,0,-1.70018438,1.59912E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)))",-1.606692505,-1.606692505,0,-1.606261147,1.8607E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)))",-1.673402339,-1.673402339,0,-1.672985714,1.73576E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))",-1.50792885,-1.635963254,0.016392809,-1.63395476,0.01588253,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)))",-1.518855264,-1.635963261,0.013714283,-1.627417246,0.011785704,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)))",-1.423088234,-1.699210609,0.076243566,-1.673833944,0.062873411,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 5), (3, 6)))",-1.411716775,-1.606692506,0.038015536,-1.639877681,0.052057399,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.606014035,-1.606014035,0,-1.605585048,1.8403E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.671698155,-1.671698155,0,-1.671280958,1.74053E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.51773669,-1.635460502,0.013858896,-1.632178825,0.013097002,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.51618242,-1.635460504,0.014227261,-1.625633043,0.011979439,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 5), (2, 6)))",-1.424969953,-1.699870464,0.075570291,-1.681158708,0.065632678,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.409872097,-1.606014033,0.038471659,-1.639946039,0.052934019,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.660939592,-1.660939592,0,-1.660521372,1.74908E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.556518428,-1.593734499,0.001385036,-1.594049502,0.001408581,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.490146803,-1.592129438,0.010400458,-1.591250924,0.010222043,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.428619521,-1.693362696,0.070088949,-1.646206484,0.047344086,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.389885211,-1.542042627,0.023151879,-1.62043767,0.053154437,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.573781203,-1.665062195,0.00833222,-1.664521303,0.008233766,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.549226225,-1.665062191,0.013417971,-1.663918162,0.01315424,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.626703751,-1.848365297,0.049133841,-1.808680309,0.033115467,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.458612445,-1.660939589,0.040936273,-1.697076822,0.056865259,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.477697721,-1.635313493,0.024842732,-1.613287357,0.018384549,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.40312558,-1.695083922,0.085239673,-1.649526957,0.060713639,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.430442897,-1.592129432,0.026142536,-1.668669737,0.056752028,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.425580731,-1.695083923,0.07263197,-1.642273982,0.046955965,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.362712294,-1.593734499,0.053371259,-1.647106182,0.080879883,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (3, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.375527793,-1.693362699,0.101019027,-1.673909745,0.089031789,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.669830268,-1.669830268,0,-1.669420905,1.67578E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.628444457,-1.628444457,0,-1.628043591,1.60693E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
